room,category,length,width,height
Cookware,Frying Pans and Woks,48.0,29.0,5.0
Cookware,Frying Pans and Woks,57.0,33.0,8.0
Cookware,Frying Pans and Woks,36.0,26.0,5.0
Cookware,Frying Pans and Woks,43.0,24.0,9.0
Cookware,Frying Pans and Woks,45.0,27.0,6.0
Cookware,Frying Pans and Woks,45.0,25.0,7.0
Cookware,Frying Pans and Woks,58.0,33.0,10.0
Cookware,Frying Pans and Woks,58.0,34.0,12.0
Cookware,Kitchen Textiles,57.0,14.0,3.0
Cookware,Kitchen Textiles,57.0,45.0,1.0
Cookware,Kitchen Textiles,95.0,70.0,3.0
Cookware,Kitchen Textiles,18.0,18.0,1.0
Cookware,Kitchen Textiles,18.0,18.0,2.0
Cookware,Kitchen Textiles,18.0,18.0,1.0
Cookware,Kitchen Textiles,22.0,22.0,2.0
Cookware,Kitchen Textiles,35.0,17.0,2.0
Cookware,Kitchen Textiles,18.0,18.0,1.0
Cookware,Kitchen Textiles,50.0,28.0,2.0
Cookware,Kitchen Textiles,20.0,14.0,7.0
Cookware,Kitchen Textiles,70.0,50.0,2.0
Cookware,Kitchen Textiles,65.0,50.0,1.0
Cookware,Kitchen Textiles,70.0,50.0,1.0
Cookware,Kitchen Textiles,70.0,50.0,2.0
Cookware,Kitchen Textiles,70.0,50.0,0.0
Cookware,Kitchen Textiles,70.0,50.0,1.0
Cookware,Kitchen Textiles,70.0,50.0,2.0
Cookware,Knives and Chopping Boards,45.0,28.0,2.0
Cookware,Knives and Chopping Boards,24.0,15.0,1.0
Cookware,Knives and Chopping Boards,52.0,22.0,2.0
Cookware,Knives and Chopping Boards,34.0,24.0,1.0
Cookware,Knives and Chopping Boards,38.0,27.0,2.0
Cookware,Knives and Chopping Boards,45.0,28.0,2.0
Cookware,Knives and Chopping Boards,72.0,28.0,2.0
Cookware,Knives and Chopping Boards,34.0,24.0,1.0
Cookware,Knives and Chopping Boards,45.0,36.0,3.0
Cookware,Knives and Chopping Boards,30.0,15.0,2.0
Cookware,Knives and Chopping Boards,44.5,28.5,2.0
Cookware,Knives and Chopping Boards,28.0,19.0,2.0
Cookware,Knives and Chopping Boards,36.0,30.0,3.0
Cookware,Knives and Chopping Boards,46.0,53.0,4.0
Cookware,Knives and Chopping Boards,43.0,7.0,3.0
Cookware,Knives and Chopping Boards,31.0,12.0,2.0
Cookware,Knives and Chopping Boards,37.0,9.0,3.0
Cookware,Knives and Chopping Boards,26.0,8.0,2.0
Cookware,Knives and Chopping Boards,20.0,7.0,2.0
Cookware,Knives and Chopping Boards,27.0,28.0,34.0
Cookware,Knives and Chopping Boards,34.0,9.0,3.0
Cookware,Knives and Chopping Boards,26.0,7.0,2.0
Cookware,Knives and Chopping Boards,34.0,16.0,2.0
Cookware,Knives and Chopping Boards,30.0,9.0,3.0
Cookware,Knives and Chopping Boards,36.0,7.0,2.0
Cookware,Knives and Chopping Boards,39.0,17.0,2.0
Cookware,Knives and Chopping Boards,32.0,9.0,3.0
Cookware,Knives and Chopping Boards,43.0,11.0,3.0
Cookware,Knives and Chopping Boards,31.0,9.0,3.0
Cookware,Knives and Chopping Boards,36.0,7.0,2.0
Cookware,Knives and Chopping Boards,40.0,7.0,2.0
Cookware,Knives and Chopping Boards,21.0,15.0,6.0
Cookware,Knives and Chopping Boards,16.0,6.0,6.0
Cookware,Mixing and Measuring Tools,21.0,14.0,14.0
Cookware,Mixing and Measuring Tools,19.0,16.0,16.0
Cookware,Mixing and Measuring Tools,14.0,,14.0
Cookware,Mixing and Measuring Tools,17.0,16.0,12.0
Cookware,Mixing and Measuring Tools,14.0,13.0,9.0
Cookware,Mixing and Measuring Tools,18.0,18.0,4.0
Cookware,Mixing and Measuring Tools,13.0,7.0,6.0
Cookware,Mixing and Measuring Tools,8.0,8.0,2.0
Cookware,Mixing and Measuring Tools,6.0,6.0,6.0
Cookware,Mixing and Measuring Tools,11.0,,11.5
Cookware,Ovenware,26.0,20.0,5.5
Cookware,Ovenware,29.0,23.0,6.0
Cookware,Ovenware,24.5,24.5,6.0
Cookware,Ovenware,25.0,12.0,6.0
Cookware,Ovenware,,,9.0
Cookware,Ovenware,26.0,21.0,6.0
Cookware,Ovenware,33.0,26.0,7.0
Cookware,Ovenware,34.0,24.0,5.5
Cookware,Ovenware,36.0,27.0,5.0
Cookware,Ovenware,40.0,32.0,6.5
Cookware,Ovenware,31.0,24.0,7.0
Cookware,Pots and Pans,,,1.0
Cookware,Pots and Pans,32.0,25.0,8.0
Cookware,Pots and Pans,18.0,15.0,13.0
Cookware,Pots and Pans,1.0,,
Cookware,Pots and Pans,18.0,10.0,17.0
Cookware,Pots and Pans,32.0,24.0,15.0
Cookware,Pots and Pans,8.0,,5.5
Cookware,Pots and Pans,,,1.0
Cookware,Pots and Pans,32.0,25.0,8.0
Cookware,Pots and Pans,18.0,15.0,13.0
Cookware,Pots and Pans,1.0,,
Cookware,Pots and Pans,18.0,10.0,17.0
Cookware,Pots and Pans,32.0,24.0,15.0
Cookware,Pots and Pans,8.0,,5.5
Cookware,Pots and Pans,54.0,32.0,19.0
Cookware,Pots and Pans,32.0,30.0,18.0
Cookware,Pots and Pans,31.0,22.0,13.0
Cookware,Pots and Pans,39.0,30.0,19.0
Cookware,Pots and Pans,37.0,21.0,11.0
Kitchen Appliances,Kitchen Cabinets,,20.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,127.5,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,
Kitchen Appliances,Kitchen Cabinets,,80.0,88.0
Kitchen Appliances,Kitchen Cabinets,,80.0,88.0
Kitchen Appliances,Kitchen Cabinets,,127.5,88.0
Kitchen Appliances,Kitchen Cabinets,,127.5,88.0
Kitchen Appliances,Kitchen Cabinets,,87.5,88.0
Kitchen Appliances,Kitchen Cabinets,,87.5,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,40.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,
Kitchen Appliances,Kitchen Cabinets,,40.0,
Kitchen Appliances,Kitchen Cabinets,,40.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,228.0
Kitchen Appliances,Kitchen Cabinets,,60.0,248.0
Kitchen Appliances,Kitchen Cabinets,,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,88.0
Kitchen Appliances,Kitchen Cabinets,83.0,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,65.0,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,110.0,80.0,100.0
Kitchen Appliances,Kitchen Cabinets,52.0,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,83.0,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,20.0,80.0
Kitchen Appliances,Kitchen Cabinets,91.0,64.0,80.0
Kitchen Appliances,Kitchen Cabinets,110.0,40.0,100.0
Kitchen Appliances,Kitchen Cabinets,232.0,40.0,220.0
Kitchen Appliances,Kitchen Cabinets,212.0,40.0,200.0
Kitchen Appliances,Kitchen Cabinets,69.0,30.0,60.0
Kitchen Appliances,Kitchen Cabinets,70.0,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,86.0,80.0,60.0
Kitchen Appliances,Kitchen Cabinets,70.0,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,84.0,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,68.0,66.0,60.0
Kitchen Appliances,Kitchen Cabinets,90.0,20.0,80.0
Kitchen Appliances,Kitchen Cabinets,211.0,80.0,200.0
Kitchen Appliances,Kitchen Cabinets,52.0,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,76.0,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,90.0,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,83.0,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,232.0,40.0,220.0
Kitchen Appliances,Kitchen Cabinets,212.0,40.0,200.0
Kitchen Appliances,Kitchen Cabinets,88.0,30.0,80.0
Kitchen Appliances,Kitchen Cabinets,68.0,30.0,60.0
Kitchen Appliances,Kitchen Cabinets,91.0,64.0,80.0
Kitchen Appliances,Kitchen Cabinets,110.0,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,87.0,66.0,80.0
Kitchen Appliances,Kitchen Cabinets,232.0,60.0,220.0
Kitchen Appliances,Kitchen Cabinets,212.0,40.0,200.0
Kitchen Appliances,Kitchen Cabinets,82.0,30.0,80.0
Kitchen Appliances,Kitchen Cabinets,110.0,40.0,100.0
Kitchen Appliances,Kitchen Cabinets,76.0,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,83.0,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,211.0,80.0,200.0
Kitchen Appliances,Kitchen Cabinets,67.0,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,88.0,30.0,80.0
Kitchen Appliances,Kitchen Cabinets,134.0,81.0,80.0
Kitchen Appliances,Kitchen Cabinets,86.0,80.0,60.0
Kitchen Appliances,Kitchen Cabinets,83.0,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,86.0,80.0,60.0
Kitchen Appliances,Kitchen Cabinets,90.0,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,68.0,66.0,60.0
Kitchen Appliances,Kitchen Cabinets,212.0,60.0,200.0
Kitchen Appliances,Kitchen Cabinets,212.0,60.0,200.0
Kitchen Appliances,Kitchen Cabinets,68.0,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,90.0,20.0,80.0
Kitchen Appliances,Kitchen Cabinets,81.0,30.0,80.0
Kitchen Appliances,Kitchen Cabinets,81.0,30.0,80.0
Kitchen Appliances,Kitchen Cabinets,134.0,81.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,83.0,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,83.0,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,65.0,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,90.0,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,212.0,60.0,200.0
Kitchen Appliances,Kitchen Cabinets,107.0,66.0,100.0
Kitchen Appliances,Kitchen Cabinets,44.0,43.0,9.5
Kitchen Appliances,Kitchen Cabinets,82.0,30.0,80.0
Kitchen Appliances,Kitchen Cabinets,83.0,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,84.0,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,83.0,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,87.0,66.0,80.0
Kitchen Appliances,Kitchen Cabinets,211.0,60.0,200.0
Kitchen Appliances,Kitchen Cabinets,90.0,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,20.0,80.0
Kitchen Appliances,Kitchen Cabinets,110.0,80.0,100.0
Kitchen Appliances,Kitchen Cabinets,110.0,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,83.0,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,90.0,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,212.0,40.0,200.0
Kitchen Appliances,Kitchen Cabinets,232.0,60.0,220.0
Kitchen Appliances,Kitchen Cabinets,107.0,66.0,100.0
Kitchen Appliances,Kitchen Cabinets,69.0,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,70.0,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,70.0,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,86.0,80.0,60.0
Kitchen Appliances,Kitchen Cabinets,70.0,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,83.0,80.0,60.0
Kitchen Appliances,Kitchen Cabinets,70.0,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,83.0,80.0,60.0
Kitchen Appliances,Kitchen Cabinets,50.0,45.0,7.7
Kitchen Appliances,Kitchen Cabinets,221.0,9.0,8.0
Kitchen Appliances,Kitchen Cabinets,234.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,229.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,229.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,22.0,19.0,8.0
Kitchen Appliances,Kitchen Cabinets,234.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,18.0,9.0,8.0
Kitchen Appliances,Kitchen Cabinets,234.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,66.0,9.0,8.0
Kitchen Appliances,Kitchen Cabinets,229.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,234.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,229.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,229.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,75.0,80.0,28.0
Kitchen Appliances,Kitchen Cabinets,91.0,66.0,8.0
Kitchen Appliances,Kitchen Cabinets,5.5,6.0,7.7
Kitchen Appliances,Kitchen Cabinets,66.0,9.0,8.0
Kitchen Appliances,Kitchen Cabinets,234.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,229.0,220.0,8.0
Kitchen Appliances,Kitchen Cabinets,60.0,29.0,28.0
Kitchen Appliances,Kitchen Cabinets,62.0,60.0,28.0
Kitchen Appliances,Kitchen Cabinets,37.0,28.0,28.0
Kitchen Appliances,Kitchen Cabinets,37.0,29.0,28.0
Kitchen Appliances,Kitchen Cabinets,75.0,80.0,28.0
Kitchen Appliances,Kitchen Cabinets,28.0,9.0,28.0
Kitchen Appliances,Kitchen Cabinets,59.0,29.0,28.0
Kitchen Appliances,Kitchen Cabinets,,40.0,208.0
Kitchen Appliances,Kitchen Cabinets,,40.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,40.0,208.0
Kitchen Appliances,Kitchen Cabinets,,40.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,60.0,208.0
Kitchen Appliances,Kitchen Cabinets,,40.0,228.0
Kitchen Appliances,Kitchen Cabinets,,40.0,228.0
Kitchen Appliances,Kitchen Cabinets,,40.0,228.0
Kitchen Appliances,Kitchen Cabinets,,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,,67.5,60.0
Kitchen Appliances,Kitchen Cabinets,,67.5,60.0
Kitchen Appliances,Kitchen Cabinets,,67.5,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,100.0
Kitchen Appliances,Kitchen Cabinets,,67.5,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,,40.0,60.0
Kitchen Appliances,Kitchen Cabinets,,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,,60.0,60.0
Kitchen Appliances,Kitchen Cabinets,,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,,40.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,40.0,100.0
Kitchen Appliances,Kitchen Cabinets,,40.0,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,,60.0,100.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,,40.0,40.0
Kitchen Appliances,Kitchen Cabinets,,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,,60.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,80.0,40.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,60.0,80.0
Kitchen Appliances,Kitchen Cabinets,,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,,80.0,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,60.0
Kitchen Appliances,Kitchen Cabinets,,67.5,60.0
Kitchen Appliances,Kitchen Cabinets,,67.5,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,100.0
Kitchen Appliances,Kitchen Cabinets,,67.5,100.0
Kitchen Appliances,Kitchen Cabinets,,67.5,60.0
Kitchen Appliances,Kitchen Cabinets,,67.5,60.0
Kitchen Appliances,Kitchen Cabinets,,67.5,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,80.0
Kitchen Appliances,Kitchen Cabinets,,67.5,100.0
Kitchen Appliances,Kitchen Cabinets,,67.5,100.0
Kitchen Appliances,Kitchen Cabinets,,20.0,
Kitchen Appliances,Kitchen Cabinets,,20.0,
Kitchen Appliances,Kitchen Cabinets,,87.5,
Kitchen Appliances,Kitchen Cabinets,,87.5,
Kitchen Appliances,Kitchen Islands and Trolleys,76.0,72.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,122.0,126.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,126.0,77.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,146.0,143.0,146.0
Kitchen Appliances,Kitchen Islands and Trolleys,120.0,63.5,92.0
Kitchen Appliances,Kitchen Islands and Trolleys,76.0,72.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,88.0,79.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,126.0,77.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,98.0,57.0,86.0
Kitchen Appliances,Kitchen Islands and Trolleys,57.0,39.0,86.0
Kitchen Appliances,Kitchen Islands and Trolleys,56.0,33.0,97.0
Kitchen Appliances,Kitchen Islands and Trolleys,100.0,43.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,60.0,40.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,35.0,45.0,78.0
Kitchen Appliances,Kitchen Islands and Trolleys,35.0,45.0,78.0
Kitchen Appliances,Kitchen Islands and Trolleys,50.5,30.0,83.0
Kitchen Appliances,Kitchen Islands and Trolleys,58.0,50.0,85.0
Kitchen Appliances,Kitchen Islands and Trolleys,90.0,43.0,90.0
Kitchen Appliances,Kitchen Islands and Trolleys,35.0,45.0,78.0
Kitchen Appliances,Kitchen Selves and Selving Units,,92.0,181.0
Kitchen Appliances,Kitchen Selves and Selving Units,95.0,92.0,94.0
Kitchen Appliances,Kitchen Selves and Selving Units,,186.0,184.0
Kitchen Appliances,Kitchen Selves and Selving Units,32.0,13.0,15.0
Kitchen Appliances,Kitchen Selves and Selving Units,80.0,80.0,20.0
Kitchen Appliances,Kitchen Selves and Selving Units,115.0,40.0,100.0
Kitchen Appliances,Kitchen Selves and Selving Units,119.0,60.0,100.0
Kitchen Appliances,Kitchen Selves and Selving Units,103.0,80.0,100.0
Kitchen Appliances,Kitchen Selves and Selving Units,123.0,120.0,24.0
Kitchen Appliances,Kitchen Selves and Selving Units,63.0,50.0,24.0
Kitchen Appliances,Kitchen Splashbancks,127.0,119.6,55.0
Kitchen Appliances,Kitchen Splashbancks,127.0,119.6,55.0
Kitchen Appliances,Kitchen Splashbancks,119.8,55.4,1.0
Kitchen Appliances,Kitchen Splashbancks,127.0,119.6,55.0
Kitchen Appliances,Kitchen Splashbancks,127.0,119.6,55.0
Kitchen Appliances,Kitchen Taps and Sinks,46.6,30.0,18.0
Kitchen Appliances,Kitchen Taps and Sinks,8.0,8.0,3.0
Kitchen Appliances,Kitchen Taps and Sinks,62.0,62.0,28.0
Kitchen Appliances,Kitchen Taps and Sinks,70.0,55.0,18.0
Kitchen Appliances,Kitchen Taps and Sinks,45.0,45.0,15.0
Kitchen Appliances,Kitchen Taps and Sinks,11.0,9.0,7.0
Kitchen Appliances,Kitchen Taps and Sinks,56.0,57.0,19.4
Kitchen Appliances,Kitchen Taps and Sinks,46.0,44.0,18.0
Kitchen Appliances,Kitchen Taps and Sinks,74.0,59.7,28.0
Kitchen Appliances,Kitchen Taps and Sinks,56.0,57.0,32.0
Kitchen Appliances,Kitchen Taps and Sinks,30.0,26.0,16.0
Kitchen Appliances,Kitchen Taps and Sinks,54.0,27.0,40.0
Kitchen Appliances,Kitchen Taps and Sinks,29.0,33.0,43.0
Kitchen Appliances,Kitchen Taps and Sinks,39.0,27.0,18.0
Kitchen Appliances,Kitchen Taps and Sinks,54.0,35.0,40.0
Kitchen Appliances,Kitchen Taps and Sinks,32.0,27.0,19.0
Kitchen Appliances,Kitchen Taps and Sinks,24.0,28.0,19.0
Kitchen Appliances,Kitchen Taps and Sinks,33.0,24.0,15.0
Kitchen Appliances,Kitchen Taps and Sinks,38.0,35.0,28.0
Kitchen Appliances,Kitchen Taps and Sinks,21.0,29.0,36.0
Kitchen Appliances,Kitchen Taps and Sinks,45.0,34.0,31.0
Kitchen Appliances,Kitchen Taps and Sinks,54.0,23.0,32.0
Kitchen Appliances,Kitchen Taps and Sinks,41.0,25.0,30.0
Kitchen Appliances,Kitchen Taps and Sinks,54.0,23.0,32.0
Kitchen Appliances,Kitchen Taps and Sinks,55.0,29.0,36.0
Kitchen Appliances,Kitchen Taps and Sinks,9.0,6.0,5.0
Kitchen Appliances,Kitchen Taps and Sinks,21.0,29.0,36.0
Kitchen Appliances,Kitchen Taps and Sinks,42.0,19.0,9.0
Kitchen Appliances,Kitchen Taps and Sinks,32.0,26.0,1.0
Kitchen Appliances,Kitchen Taps and Sinks,16.8,13.7,7.8
Kitchen Appliances,Kitchen Taps and Sinks,39.0,23.0,16.0
Kitchen Appliances,Kitchen Taps and Sinks,46.0,16.0,9.0
Kitchen Appliances,Kitchen Taps and Sinks,44.0,42.0,2.0
Kitchen Appliances,KitchenOrganizers,24.0,24.0,10.5
Kitchen Appliances,KitchenOrganizers,36.0,35.6,12.3
Kitchen Appliances,KitchenOrganizers,51.0,32.0,5.4
Kitchen Appliances,KitchenOrganizers,16.0,,
Kitchen Appliances,KitchenOrganizers,50.0,20.0,5.0
Kitchen Appliances,KitchenOrganizers,54.0,52.0,5.4
Kitchen Appliances,KitchenOrganizers,77.0,75.6,19.4
Kitchen Appliances,KitchenOrganizers,33.0,20.0,5.0
Kitchen Appliances,KitchenOrganizers,51.0,51.0,4.5
Kitchen Appliances,KitchenOrganizers,50.0,10.0,2.0
Kitchen Appliances,KitchenOrganizers,24.0,24.0,11.0
Kitchen Appliances,KitchenOrganizers,16.0,,
Kitchen Appliances,KitchenOrganizers,51.0,20.0,5.4
Kitchen Appliances,KitchenOrganizers,24.0,24.0,11.0
Kitchen Appliances,KitchenOrganizers,50.0,20.0,5.4
Kitchen Appliances,KitchenOrganizers,32.0,31.8,6.0
Kitchen Appliances,KitchenOrganizers,96.0,50.0,0.0
Kitchen Appliances,KitchenOrganizers,25.0,26.0,18.0
Kitchen Appliances,KitchenOrganizers,50.0,31.0,4.5
Kitchen Appliances,KitchenOrganizers,50.0,32.0,5.4
Kitchen Appliances,KitchenOrganizers,24.0,24.0,11.0
Kitchen Appliances,KitchenOrganizers,13.0,10.0,5.0
Kitchen Appliances,KitchenOrganizers,32.0,32.0,16.0
Kitchen Appliances,KitchenOrganizers,56.0,55.6,12.3
Kitchen Appliances,KitchenOrganizers,51.0,20.0,5.4
Kitchen Appliances,KitchenOrganizers,56.0,55.6,19.4
Kitchen Appliances,KitchenOrganizers,18.0,14.5,10.0
Kitchen Appliances,KitchenOrganizers,34.0,33.5,14.5
Kitchen Appliances,KitchenOrganizers,76.0,75.6,12.3
Kitchen Appliances,KitchenOrganizers,33.0,24.0,16.0
Kitchen Appliances,KitchenOrganizers,50.0,32.0,5.4
Kitchen Appliances,KitchenOrganizers,25.0,26.0,18.0
Kitchen Appliances,KitchenOrganizers,150.0,50.0,
Kitchen Appliances,KitchenOrganizers,32.0,32.0,16.0
Kitchen Appliances,KitchenOrganizers,50.0,10.0,5.4
Kitchen Appliances,KitchenOrganizers,36.0,35.6,19.4
Kitchen Appliances,KitchenOrganizers,51.0,32.0,5.4
Kitchen Appliances,KitchenOrganizers,24.0,17.0,16.0
Kitchen Appliances,KitchenOrganizers,31.0,31.0,4.0
Kitchen Appliances,KitchenOrganizers,25.0,26.0,18.0
Kitchen Appliances,KitchenOrganizers,58.0,36.4,4.0
Kitchen Appliances,KitchenOrganizers,124.0,122.9,2.0
Kitchen Appliances,KitchenOrganizers,54.5,6.2,4.0
Kitchen Appliances,KitchenOrganizers,38.0,36.4,4.0
Kitchen Appliances,KitchenOrganizers,64.0,63.4,2.0
